km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
54737,1395,150.0,4.0,19.2,20.9,2.0,23.0,4.0,3,0,8,1,700,391,4,9,3,4,6,4,0,4458,1796,2637,425
97845,2179,152.87,4.0,15.1,10.12,0.0,25.0,4.0,3,17,7,147,1865,498,4,119,5,4,6,1,1,4585,1890,2700,418
18240,1197,88.5,4.0,22.38,6.3,0.0,27.0,4.0,3,20,2,179,1827,287,4,119,3,1,6,4,1,3845,1735,2450,268
81700,999,81.8,4.0,21.0,0.66,0.0,4.0,2.0,3,9,2,81,1237,278,4,119,3,4,6,4,1,3995,1695,2425,267
90000,2179,147.94,4.0,14.1,5.9,2.0,20.0,3.0,3,29,7,270,1075,447,4,14,5,4,8,1,1,4655,1965,2650,981
65262,2993,301.73,6.0,14.47,38.0,2.0,19.0,4.0,5,11,8,100,651,236,4,60,3,4,4,1,0,5255,2105,3157,520
86703,1591,121.3,4.0,17.0,8.75,3.0,23.0,4.0,3,9,8,86,1786,450,4,102,3,4,6,4,1,4440,1729,2600,480
16000,999,113.98,3.0,19.47,11.1,1.0,27.0,4.0,2,28,8,250,32,13,4,119,3,1,6,4,1,4541,1752,2651,521
48409,814,55.2,3.0,21.1,2.8,0.0,23.0,4.0,2,9,2,74,1103,344,4,90,3,4,6,4,1,3495,1550,2380,215
102912,1197,88.5,4.0,22.38,3.64,2.0,17.0,4.0,3,20,2,179,1806,287,4,102,3,1,6,4,1,3845,1735,2450,268
37025,799,53.26,3.0,22.25,3.52,1.0,24.0,4.0,2,27,2,238,1449,6,4,119,3,1,6,4,1,3731,1579,2425,279
164910,1198,67.04,3.0,19.49,2.15,0.0,20.0,4.0,2,24,2,227,1955,269,4,119,3,4,6,4,1,3801,1665,2450,251
68243,1598,103.6,4.0,20.54,3.0,0.0,17.0,3.0,3,31,8,305,1024,203,4,119,3,4,6,1,1,4384,1699,2552,480
110728,1197,78.9,4.0,20.36,2.31,0.0,17.0,4.0,3,9,2,89,1640,229,4,104,3,4,6,4,1,3585,1595,2380,267
69492,1493,113.45,4.0,25.0,11.56,0.0,25.0,4.0,3,9,8,86,1562,85,4,89,3,1,6,1,1,4440,1729,2600,461
72480,1248,74.0,4.0,22.9,4.0,0.0,18.0,4.0,3,20,2,179,1231,220,4,119,3,4,6,1,1,3850,1695,2430,232
120094,1197,81.83,4.0,18.6,5.0,0.0,21.0,4.0,3,9,2,90,1643,320,4,90,3,4,6,4,1,3985,1734,2570,295
118149,1248,74.0,4.0,22.9,3.5,0.0,18.0,2.0,3,20,2,179,1764,220,4,119,3,4,6,1,1,3850,1695,2430,232
29000,1497,113.43,4.0,17.0,14.2,2.0,25.0,4.0,3,13,7,107,1203,362,4,8,3,1,6,4,0,4315,1800,2610,433
68000,1198,86.8,4.0,16.5,3.85,1.0,20.0,2.0,3,8,2,61,1792,475,4,98,3,4,6,4,0,3610,1680,2345,175
55463,1197,127.0,0.0,17.0,12.0,3.0,26.0,4.0,0,29,7,266,1963,278,4,9,3,1,6,2,0,3993,1811,2498,350
26455,1197,141.04,0.0,17.0,14.0,0.0,27.0,4.0,0,29,7,266,1981,278,4,50,3,1,6,2,0,3993,1811,2498,350
45663,796,34.2,3.0,16.8,0.94353,0.0,19.0,2.0,2,20,5,174,1055,278,4,110,6,3,8,4,1,3370,1410,1840,210
62626,796,47.3,3.0,22.74,0.96295,0.0,17.0,4.0,2,20,2,155,1268,251,4,110,3,4,6,4,1,3395,1490,2360,177
32317,1196,61.68,4.0,20.88,5.7,0.0,27.0,4.0,3,20,5,164,907,258,4,67,3,3,6,0,1,3675,1475,2350,475
65733,1197,80.0,4.0,18.5,1.17,0.0,15.0,3.0,3,9,2,90,119,278,4,119,3,4,6,4,1,3940,1710,2525,267
21388,1199,86.83,3.0,19.33,5.37,1.0,25.0,4.0,2,29,2,253,1907,47,4,102,3,1,6,4,1,3990,1755,2501,345
71448,1248,74.02,4.0,28.4,6.78,1.0,24.0,2.0,3,20,8,180,789,220,4,102,3,4,6,1,0,3995,1735,2450,378
10371,1197,174.33,0.0,17.0,24.5,2.0,27.0,4.0,0,16,7,124,1105,278,4,8,3,1,6,2,0,4323,1809,2585,418
63385,1199,88.76,4.0,19.5,5.41,1.0,23.0,4.0,3,8,8,59,1508,476,4,78,3,4,6,4,1,3995,1695,2470,420
60048,1197,81.86,4.0,18.6,5.78,1.0,24.0,4.0,3,9,2,90,1353,320,4,78,3,4,6,4,1,3985,1734,2570,285
44351,1197,73.75,0.0,18.89,14.9,1.0,27.0,4.0,0,29,8,276,1979,278,4,9,3,1,6,2,0,3993,1677,2450,316
45926,814,55.2,3.0,21.1,2.0,0.0,20.0,4.0,2,9,2,74,1103,344,4,90,3,4,6,4,1,3495,1550,2380,215
19876,1462,103.26,4.0,17.03,7.5,0.0,26.0,4.0,3,20,7,183,1268,304,4,85,3,1,6,4,1,3995,1790,2500,328
69000,1396,88.76,4.0,22.54,6.75,2.0,22.0,4.0,3,9,2,90,1016,418,4,119,3,4,6,1,1,3985,1734,2570,285
65000,1462,103.26,4.0,17.03,8.95,2.0,26.0,4.0,3,20,7,183,2066,304,4,119,3,1,6,4,1,3995,1790,2500,328
37386,1197,82.0,4.0,18.9,4.2,0.0,20.0,4.0,3,9,2,77,850,320,4,93,3,4,6,4,1,3765,1660,2425,256
104590,1197,81.8,4.0,21.01,5.5,0.0,25.0,4.0,3,20,2,157,2071,59,4,9,3,1,6,4,1,3995,1745,2520,339
57794,1197,88.5,4.0,22.41,7.25,0.0,26.0,4.0,3,20,8,180,2051,278,4,102,3,1,6,4,1,3995,1735,2450,378
105072,1498,89.84,4.0,22.7,4.2,0.0,20.0,4.0,3,6,7,50,260,380,4,105,3,4,6,1,1,3999,1765,2520,346
176550,1799,130.0,4.0,13.5,1.5,0.0,12.0,2.0,3,8,8,65,434,273,4,8,3,4,6,4,1,4545,1750,2700,405
52000,1582,126.2,4.0,23.9,7.85,2.0,21.0,4.0,3,9,8,86,374,427,4,119,3,4,6,1,1,4375,1700,2570,465
26124,1199,86.83,3.0,19.33,4.6,0.0,25.0,4.0,2,29,2,253,1907,47,4,119,3,1,6,4,1,3990,1755,2501,345
35925,1373,91.1,4.0,20.73,7.5,0.0,23.0,4.0,3,20,8,163,216,478,4,102,3,4,6,4,1,4490,1730,2650,510
64816,1598,84.5,4.0,13.0,0.73,0.0,13.0,3.0,3,18,8,137,383,278,4,69,3,4,6,4,1,4247,1740,2630,510
92701,2523,63.0,4.0,13.6,1.08,0.0,13.0,1.0,3,17,4,126,1542,278,4,119,5,4,0,1,1,4056,1660,2680,211
38439,998,65.71,3.0,25.24,4.19,1.0,24.0,4.0,2,20,2,160,2037,296,4,102,3,1,6,4,1,3695,1655,2435,313
45531,1499,110.4,4.0,15.85,5.49,2.0,22.0,4.0,3,6,7,50,343,396,4,119,3,4,6,4,1,3999,1765,2520,346
33000,1197,88.5,4.0,22.41,7.1,2.0,26.0,4.0,3,20,8,180,1827,278,4,119,3,1,6,4,1,3995,1735,2450,378
71098,1197,88.5,4.0,22.38,4.26,2.0,20.0,3.0,3,20,2,179,1806,287,4,119,3,1,6,4,1,3845,1735,2450,268
99432,2179,140.0,4.0,15.1,6.33,2.0,19.0,4.0,3,17,7,147,1876,498,4,8,5,4,6,1,1,4585,1890,2700,418
44777,1298,81.8,4.0,15.9,1.1,0.0,10.0,3.0,3,20,8,167,1251,278,4,102,3,4,6,4,1,3995,1695,2425,461
24068,999,67.0,3.0,22.0,4.4,0.0,25.0,3.0,2,27,2,238,24,344,4,38,3,1,6,4,0,3731,1579,2422,279
85445,1399,68.05,4.0,20.0,2.5,0.0,18.0,2.0,3,6,2,54,1023,245,4,35,3,4,6,1,1,3795,1680,2489,284
112097,1896,105.0,4.0,15.5,4.77,0.0,13.0,1.0,3,31,8,298,447,278,4,8,3,4,6,1,0,4554,1781,2575,527
80008,1120,70.0,3.0,24.0,4.7,0.0,22.0,4.0,2,9,2,77,933,422,4,107,3,4,6,1,1,3765,1660,2425,256
96496,1598,103.6,4.0,20.54,4.0,0.0,18.0,3.0,3,31,8,305,1024,203,4,19,3,4,6,1,1,4384,1699,2552,480
75744,1461,108.5,4.0,19.01,5.5,0.0,19.0,4.0,3,24,7,229,1944,310,4,119,3,4,6,1,1,4331,2000,2673,475
70000,1248,74.0,4.0,26.8,5.45,2.0,22.0,4.0,3,20,2,172,182,62,4,98,3,1,6,1,0,3700,1690,2435,260
85000,1396,88.76,4.0,21.19,5.65,2.0,20.0,4.0,3,9,2,91,1552,418,4,119,3,4,6,1,1,3995,1760,2570,285
15092,796,47.33,3.0,22.05,4.1,0.0,27.0,4.0,2,20,2,155,1827,251,4,50,3,4,6,4,1,3445,1515,2360,267
117131,1198,86.7,4.0,18.0,3.8,0.0,19.0,2.0,3,8,8,59,1591,476,4,1,3,4,6,4,1,3990,1680,2405,400
32802,998,67.04,3.0,20.51,4.0,0.0,21.0,3.0,2,20,2,185,790,286,4,50,3,4,6,4,0,3636,1475,2400,180
39201,1197,83.1,4.0,21.4,6.5,0.0,21.0,4.0,3,20,2,157,69,455,4,97,3,4,6,4,1,3995,1745,2520,339
101884,1493,113.4,4.0,17.8,12.6,0.0,24.0,4.0,3,13,7,107,1205,91,4,43,3,4,0,1,0,4315,1800,2610,433
152702,1248,74.0,4.0,25.2,4.5,0.0,19.0,3.0,3,20,2,179,1765,220,4,119,3,4,6,1,1,3840,1735,2450,204
74729,814,55.2,3.0,21.1,2.1,1.0,19.0,4.0,2,9,2,74,1352,344,4,98,3,4,6,4,1,3495,1550,2380,215
9009,1199,118.35,3.0,17.33,9.9,0.0,27.0,4.0,2,29,7,265,1970,60,4,8,3,1,6,4,1,3993,1811,2498,350
10785,1462,103.25,4.0,18.55,10.59,3.0,25.0,4.0,3,20,7,178,829,305,4,9,3,4,6,4,1,4300,1785,2600,375
85374,1197,81.86,4.0,18.9,4.26,1.0,22.0,4.0,3,9,2,77,106,320,4,78,3,4,6,4,1,3765,1660,2425,256
36495,1197,78.9,4.0,20.36,1.75,0.0,16.0,4.0,3,9,2,89,1333,319,4,98,3,4,6,4,1,3585,1595,2380,267
57095,1199,73.9,3.0,22.07,2.2,0.0,17.0,3.0,2,31,2,300,1018,276,4,19,3,4,6,1,1,3970,1682,2456,267
20199,1493,98.63,4.0,25.0,10.0,0.0,27.0,4.0,3,9,2,90,1653,86,4,119,3,1,6,1,1,3995,1775,2580,311
1782,999,67.06,3.0,21.46,5.3,0.0,27.0,4.0,2,27,2,238,25,15,4,119,3,1,6,4,1,3731,1579,2425,279
182946,1591,121.3,4.0,15.29,7.0,0.0,22.0,4.0,3,9,7,73,419,450,4,102,3,4,6,4,1,4270,1780,2590,400
20685,799,53.3,3.0,25.17,2.99,0.0,24.0,4.0,2,27,2,238,1449,344,4,79,3,4,6,4,1,3679,1579,2422,300
51284,814,55.2,3.0,21.1,2.5,0.0,20.0,4.0,2,9,2,74,1352,344,4,90,3,4,6,4,1,3495,1550,2380,215
83000,1462,103.0,4.0,19.34,8.95,2.0,25.0,4.0,3,20,4,165,1842,300,4,102,5,4,0,4,1,4395,1735,2740,209
36661,796,47.3,3.0,24.7,3.22,0.0,24.0,4.0,2,20,2,155,1806,251,4,48,3,4,6,4,1,3430,1515,2360,177
44143,1997,150.0,4.0,15.2,14.0,0.0,27.0,4.0,3,17,7,144,1259,501,4,50,2,4,3,4,1,3985,1855,2450,418
108168,1497,78.0,4.0,17.7,1.5,0.0,11.0,1.0,3,8,8,63,1082,278,4,102,3,4,6,4,1,4390,1690,2450,500
69475,998,67.1,3.0,23.95,3.1,0.0,23.0,4.0,2,20,2,156,1813,289,4,110,3,4,6,4,0,3545,1490,2360,177
96294,2179,140.0,4.0,15.1,5.0,0.0,18.0,3.0,3,17,7,147,1876,498,4,50,5,4,6,1,1,4585,1890,2700,418
48000,1591,121.3,4.0,15.8,8.25,2.0,22.0,4.0,3,9,7,73,379,450,4,119,3,4,6,4,1,4270,1780,2590,400
34970,1248,88.5,4.0,24.3,8.1,1.0,23.0,4.0,3,20,7,183,1767,218,4,98,3,4,6,1,1,3995,1790,2500,328
49931,1197,81.86,4.0,20.5,6.49,1.0,25.0,4.0,3,9,8,72,1486,45,4,119,3,1,6,4,1,3995,1680,2450,461
49500,1197,83.1,4.0,21.4,6.7,2.0,23.0,4.0,3,20,2,157,69,455,4,9,3,4,6,4,1,3995,1745,2520,339
44376,1493,113.43,4.0,18.0,15.25,2.0,24.0,4.0,3,13,7,107,1164,73,4,102,3,1,6,1,0,4315,1800,2610,433
49225,1248,74.0,4.0,28.4,6.55,2.0,23.0,4.0,3,20,2,179,1764,217,4,119,3,4,6,1,1,3840,1735,2450,268
68843,1199,84.82,3.0,19.01,4.93,2.0,25.0,4.0,2,29,2,273,1934,38,4,102,3,1,6,4,1,3765,1677,2400,267
60318,998,67.05,3.0,21.79,3.25,2.0,14.0,4.0,2,20,2,184,1806,295,4,119,3,4,6,4,1,3655,1620,2435,341
101014,1248,74.0,4.0,28.4,5.5,3.0,23.0,4.0,3,20,2,179,789,217,4,106,3,4,6,1,0,3840,1735,2450,268
44319,999,67.0,3.0,22.0,3.76,0.0,25.0,3.0,2,27,2,238,941,344,4,119,3,1,6,4,0,3731,1579,2422,279
49422,1199,74.0,3.0,16.2,3.37,0.0,22.0,4.0,2,31,2,300,117,332,4,19,3,4,6,4,1,3971,1682,2469,280
44934,1199,118.36,3.0,16.35,10.45,0.0,26.0,4.0,2,29,7,265,1997,60,4,33,3,4,6,4,0,3993,1811,2498,350
251066,1248,73.9,4.0,19.3,1.18,0.0,16.0,4.0,3,20,8,180,1857,278,4,102,3,4,0,1,1,4160,1690,2390,464
208708,1248,88.5,4.0,28.09,4.36,0.0,22.0,4.0,3,20,8,163,200,213,4,8,3,4,6,1,1,4490,1730,2650,510
75426,1061,67.0,3.0,21.0,0.75697,0.0,14.0,4.0,2,20,2,184,1281,252,4,102,3,4,6,3,1,3595,1495,2400,267
36107,998,118.35,3.0,18.15,8.61,0.0,25.0,4.0,2,9,7,85,1580,314,4,119,3,1,6,4,0,3995,1770,2500,350
50854,1199,88.7,4.0,17.5,5.9,1.0,24.0,4.0,3,8,7,69,2116,476,4,119,3,1,6,4,1,3999,1734,2555,363
7985,1197,81.86,4.0,20.7,5.53,0.0,25.0,4.0,3,9,2,78,1333,35,4,9,3,1,6,4,1,3805,1680,2450,267
47913,1493,100.0,3.0,18.49,4.29,0.0,22.0,4.0,2,17,7,142,1693,492,4,119,5,4,8,1,1,3995,1835,2680,384
138907,1197,83.1,4.0,21.4,5.0,0.0,22.0,4.0,3,20,2,157,147,455,4,48,3,4,6,4,1,3995,1745,2520,339
201161,1248,73.9,4.0,21.1,1.08,0.0,15.0,4.0,3,20,2,175,1767,278,4,119,3,4,6,1,1,3715,1680,2360,232
124143,2179,140.0,4.0,15.1,4.82,0.0,20.0,4.0,3,17,7,147,1887,498,4,8,5,4,6,1,1,4585,1890,2700,418
65396,1199,88.76,4.0,19.5,4.22,1.0,22.0,3.0,3,8,8,59,1508,476,4,119,3,4,6,4,1,3995,1695,2470,420
45746,1197,78.9,4.0,20.36,2.06,1.0,16.0,4.0,3,9,2,89,1333,319,4,102,3,4,6,4,1,3585,1595,2380,267
90560,1373,91.1,4.0,20.73,6.3,0.0,22.0,4.0,3,20,8,163,205,478,4,119,3,4,6,4,1,4490,1730,2650,510
48350,2354,187.4,4.0,12.0,13.9,2.0,20.0,4.0,3,8,7,62,564,476,4,102,3,4,1,4,0,4545,1820,2620,589
66000,1498,98.6,4.0,25.8,5.25,2.0,22.0,4.0,3,8,8,59,1056,471,4,119,3,4,6,1,1,3990,1680,2405,400
1989,796,47.33,3.0,22.05,3.64,0.0,27.0,4.0,2,20,2,155,1827,251,4,50,3,4,6,4,1,3445,1515,2360,267
110818,814,55.2,3.0,21.1,2.0,0.0,19.0,4.0,2,9,2,74,1096,344,4,90,3,4,6,4,1,3495,1550,2380,215
89000,1582,126.2,4.0,17.6,9.75,2.0,22.0,3.0,3,9,7,73,400,421,4,50,3,4,6,1,0,4270,1780,2590,400
67225,1198,82.0,3.0,18.15,2.5,0.0,23.0,4.0,2,17,2,134,1129,487,4,102,4,4,6,4,1,3700,1735,2385,243
96937,1956,138.1,4.0,17.0,13.0,0.0,25.0,4.0,3,29,7,256,1957,322,4,119,3,4,6,1,1,4598,1894,2741,425
160145,1248,75.0,4.0,17.8,2.0,0.0,15.0,4.0,3,20,2,179,1856,278,4,63,3,4,6,1,1,3760,1690,2390,232
85017,1497,117.3,4.0,17.3,4.5,0.0,20.0,4.0,3,8,4,67,1756,475,4,115,5,4,6,4,1,4386,1683,2652,223
86719,1086,68.05,4.0,19.81,1.5,0.0,14.0,4.0,3,9,2,89,1096,265,4,98,3,4,6,4,1,3585,1595,2380,225
85254,1086,81.8,4.0,21.0,0.55,0.0,11.0,2.0,3,9,2,82,1911,278,4,119,3,4,6,4,1,3995,1695,2425,267
106311,1248,90.0,4.0,19.0,2.44,2.0,17.0,3.0,3,29,8,262,1074,236,4,119,3,4,6,1,1,4413,1703,2520,461
66328,1198,86.8,4.0,18.5,3.5,0.0,23.0,4.0,3,8,2,61,140,475,4,119,3,4,6,4,1,3610,1680,2345,175
132528,1343,90.0,4.0,13.0,1.0,1.0,4.0,4.0,3,8,8,63,188,278,4,51,3,4,6,4,1,4270,1690,2500,461
62285,1999,177.0,4.0,19.33,31.0,1.0,24.0,4.0,3,11,8,99,471,236,4,98,3,4,8,1,0,5067,2091,2960,505
183619,1396,90.0,4.0,21.9,1.79,0.0,16.0,4.0,3,9,2,90,211,234,4,119,3,4,6,1,1,3940,1710,2525,267
27019,1493,70.0,4.0,16.5,9.0,0.0,24.0,4.0,3,17,7,130,2030,489,4,35,5,4,8,1,1,3995,1745,2680,690
46848,1197,78.9,4.0,20.36,1.9,2.0,16.0,4.0,3,9,2,89,1333,319,4,50,3,4,6,4,1,3585,1595,2380,267
16424,999,98.63,3.0,20.5,5.47,0.0,26.0,4.0,2,27,7,239,1464,14,4,72,3,1,6,4,1,3991,1750,2500,405
89525,1373,91.1,4.0,20.73,5.1,0.0,20.0,3.0,3,20,8,163,1853,478,4,119,3,4,6,4,1,4490,1730,2650,510
39657,1493,113.42,4.0,18.5,16.5,0.0,25.0,4.0,3,9,7,73,1553,90,4,119,3,4,6,1,0,4300,1790,2610,433
44516,999,113.98,3.0,19.2,10.0,2.0,26.0,4.0,2,28,7,246,32,16,4,98,3,1,6,4,1,4225,1760,2651,385
129267,1248,74.0,4.0,26.59,5.8,0.0,21.0,4.0,3,20,8,180,1764,220,4,119,3,4,6,1,1,3995,1695,2430,320
77497,814,55.2,3.0,21.1,2.5,0.0,22.0,4.0,2,9,2,74,1355,344,4,90,3,4,6,4,1,3495,1550,2380,215
74953,1248,74.0,4.0,25.2,3.1,0.0,20.0,1.0,3,20,2,179,1765,220,4,119,3,4,6,1,1,3840,1735,2450,204
153007,1248,88.5,4.0,28.09,4.0,0.0,21.0,3.0,3,20,8,163,1771,213,4,14,3,4,6,1,1,4490,1730,2650,510
75415,796,46.3,3.0,19.7,0.94723,0.0,13.0,3.0,2,20,2,154,1292,278,4,98,3,4,6,4,1,3495,1475,2360,267
32516,1462,101.65,4.0,20.51,6.02,0.0,27.0,4.0,3,20,4,165,1806,308,4,50,5,4,0,4,1,4395,1735,2740,211
110833,1086,81.8,4.0,21.0,0.7,0.0,10.0,3.0,3,9,2,82,1932,278,4,119,3,4,6,4,1,3995,1695,2425,267
49972,1197,81.86,4.0,18.4,9.0,1.0,27.0,4.0,3,13,7,108,1189,361,4,4,3,1,6,4,1,3995,1790,2500,392
174077,796,46.3,3.0,19.7,0.54,0.0,11.0,4.0,2,20,2,154,1264,278,4,102,3,3,0,4,1,3495,1475,2360,267
72434,796,46.3,3.0,19.7,1.1,0.0,16.0,2.0,2,20,2,154,1290,278,4,39,3,4,6,4,1,3495,1475,2360,267
34185,1196,86.8,4.0,18.16,3.0,0.0,20.0,2.0,3,6,8,49,158,396,4,98,3,4,6,4,1,3995,1695,2491,359
29336,999,71.02,3.0,18.75,4.17,0.0,26.0,3.0,2,24,7,225,1907,191,4,119,3,1,6,4,1,3994,1758,2500,336
71501,1197,82.0,4.0,18.9,3.25,0.0,20.0,4.0,3,9,2,77,1333,2,4,107,3,4,6,4,1,3765,1660,2425,256
68279,1353,138.08,4.0,16.5,12.0,0.0,24.0,4.0,3,13,7,107,1162,371,4,43,3,1,6,4,1,4315,1800,2610,433
99761,1248,74.0,4.0,23.4,2.11,0.0,17.0,3.0,3,20,8,180,1231,220,4,119,3,4,6,1,1,3995,1695,2430,320
46865,1353,138.08,4.0,16.5,14.5,0.0,26.0,4.0,3,13,7,107,1163,371,4,43,3,1,6,4,0,4315,1800,2610,433
158924,1120,70.0,3.0,24.0,2.7,0.0,19.0,4.0,2,9,2,77,933,422,4,107,3,4,6,1,1,3765,1660,2425,256
94905,1396,88.76,4.0,21.9,3.0,0.0,19.0,4.0,3,9,2,90,1644,418,4,119,3,4,6,1,1,3995,1710,2525,267
80607,1498,98.6,4.0,26.0,4.42,0.0,19.0,3.0,3,8,8,63,2088,468,4,117,3,4,6,1,1,4440,1695,2600,510
33055,1197,81.8,4.0,21.21,5.08,0.0,25.0,3.0,3,20,2,179,790,449,4,85,3,1,6,4,0,3840,1735,2450,268
91873,2179,140.0,4.0,15.1,4.0,0.0,17.0,3.0,3,17,7,147,1895,498,4,119,5,4,4,1,1,4585,1890,2700,418
72117,1598,102.5,4.0,12.9,0.62,0.0,12.0,4.0,3,2,8,31,387,278,4,22,3,4,6,4,1,4540,1725,2600,405
160351,2179,140.0,4.0,15.1,4.15,0.0,17.0,4.0,3,17,7,147,1887,498,4,119,5,4,6,1,1,4585,1890,2700,418
68280,1248,88.5,4.0,24.3,7.55,0.0,23.0,4.0,3,20,7,183,2024,218,4,85,3,4,6,1,1,3995,1790,2500,328
47008,998,67.05,3.0,23.95,3.4,0.0,23.0,4.0,2,20,2,156,1806,289,4,119,3,4,6,4,1,3545,1515,2360,177
104782,1582,126.2,4.0,22.0,9.0,0.0,23.0,4.0,3,9,8,86,924,426,4,90,3,4,6,1,1,4440,1729,2600,480
107598,1373,91.1,4.0,17.03,3.81,0.0,22.0,3.0,3,20,4,165,883,299,4,110,5,4,6,4,0,4296,1695,2740,135
90150,1396,88.7,4.0,22.1,9.5,0.0,24.0,4.0,3,9,7,73,236,420,4,90,3,4,6,1,1,4270,1780,2590,400
77074,1248,88.5,4.0,28.09,5.0,0.0,21.0,3.0,3,20,8,163,1771,213,4,87,3,4,6,1,1,4490,1730,2650,510
32293,1199,88.5,4.0,18.3,7.31,0.0,26.0,4.0,3,8,8,59,1795,473,4,82,3,1,6,4,0,3995,1695,2470,420
69510,1368,160.77,4.0,16.0,12.0,0.0,23.0,4.0,3,12,7,101,232,66,4,8,3,4,2,4,0,4395,1818,2636,408
131511,1956,170.0,4.0,17.1,10.0,0.0,23.0,4.0,3,12,7,101,496,124,4,68,3,4,2,1,1,4395,1818,2636,408
145716,1248,74.0,4.0,22.9,3.0,0.0,17.0,3.0,3,20,2,179,1764,220,4,119,3,4,6,1,1,3850,1695,2430,232
38943,1373,91.1,4.0,20.73,6.07,0.0,22.0,4.0,3,20,8,163,205,478,4,64,3,4,6,4,1,4490,1730,2650,510
96598,993,60.0,4.0,17.3,0.69,0.0,10.0,3.0,3,20,2,187,1268,278,4,102,3,4,6,4,1,3535,1495,2335,267
28807,1497,113.18,4.0,17.0,16.0,0.0,26.0,4.0,3,9,7,73,1568,75,4,89,3,4,6,4,0,4300,1790,2610,418
107000,1995,218.0,4.0,16.73,12.75,2.0,17.0,4.0,3,1,8,17,754,278,4,119,3,4,6,1,0,4841,1846,2888,520
79331,2179,187.7,4.0,12.7,36.75,2.0,21.0,3.0,3,14,7,114,1180,357,4,119,3,4,1,1,0,4355,2090,2660,575
49503,1493,98.63,4.0,17.0,9.95,1.0,25.0,4.0,3,13,7,108,1192,74,4,50,3,1,6,1,1,3995,1790,2500,392
137029,2494,100.57,4.0,12.99,13.5,1.0,19.0,4.0,3,30,4,289,567,159,4,102,5,4,8,1,1,4585,1760,2750,300
34576,1368,160.0,4.0,16.0,14.9,1.0,23.0,4.0,3,12,7,101,229,66,4,8,3,4,2,4,0,4395,1818,2636,408
40220,1493,100.0,3.0,18.49,7.5,1.0,21.0,4.0,2,17,7,142,1695,492,4,98,5,4,8,1,1,3995,1835,2680,384
83083,1248,74.0,4.0,27.39,6.75,2.0,23.0,4.0,3,20,2,157,1013,220,4,9,3,4,6,1,1,3995,1745,2520,339
139208,2982,171.0,4.0,11.5,10.5,1.0,15.0,4.0,3,30,7,285,640,178,4,119,5,4,1,1,1,4695,1840,2750,418
40000,998,65.71,3.0,24.39,2.76,1.0,28.0,4.0,2,20,2,156,1544,296,4,78,3,4,6,4,1,3530,1490,2380,214
50000,998,67.04,3.0,20.51,1.82,1.0,21.0,4.0,2,20,2,184,1823,295,4,78,3,4,6,4,1,3599,1495,2400,180
60000,1298,85.0,4.0,15.9,0.5,1.0,10.0,4.0,3,20,8,167,1312,278,4,78,3,4,6,4,1,4095,1575,2365,461
50000,999,71.01,3.0,20.0,6.0,1.0,28.0,4.0,2,27,4,243,1460,278,4,78,5,1,6,4,1,3991,1739,2425,84
100000,814,55.2,3.0,21.1,1.3,1.0,16.0,4.0,2,9,2,74,1096,344,4,78,3,4,6,4,1,3495,1550,2380,215
120000,814,55.2,3.0,21.1,1.3,1.0,17.0,4.0,2,9,2,74,1096,344,4,78,3,4,6,4,1,3495,1550,2380,215
70000,1196,70.0,4.0,15.6,1.1,1.0,16.0,3.0,3,6,2,54,1394,344,4,78,3,4,6,4,1,3795,1680,2489,284
50000,998,67.1,3.0,18.2,0.55,1.0,13.0,3.0,2,20,2,188,1825,289,4,78,3,4,6,4,1,3995,1695,2425,267
120000,814,55.2,3.0,21.1,1.3,1.0,16.0,4.0,2,9,2,74,1096,344,4,78,3,4,6,4,1,3495,1550,2380,215
20000,999,71.02,3.0,18.75,6.5,1.0,27.0,4.0,2,24,7,225,1907,191,4,78,3,1,6,4,1,3994,1758,2500,336
40000,799,53.3,3.0,25.17,2.5,1.0,21.0,4.0,2,27,2,238,1457,344,4,78,3,4,6,4,1,3679,1579,2422,300
100000,998,66.1,3.0,19.0,1.1,1.0,15.0,4.0,2,20,2,153,1858,289,4,78,3,4,6,4,1,3500,1600,2360,267
10000,999,98.63,3.0,20.0,7.3,1.0,26.0,4.0,2,24,7,225,1731,263,4,78,3,1,6,4,1,3994,1758,2500,336
60000,796,38.4,3.0,26.83,1.3,1.0,17.0,4.0,2,20,2,154,1174,268,4,78,3,4,0,0,1,3495,1475,2360,267
20000,796,47.33,3.0,22.05,3.3,1.0,26.0,4.0,2,20,2,155,1268,251,4,78,3,4,6,4,1,3445,1515,2360,267
30000,1197,81.8,4.0,21.21,6.0,1.0,25.0,4.0,3,20,8,180,1807,291,4,78,3,4,6,4,1,3995,1735,2450,378
70000,999,71.01,3.0,20.0,6.0,1.0,25.0,4.0,2,27,4,243,1460,278,4,78,5,1,6,4,1,3991,1739,2425,84
70000,999,71.01,3.0,20.0,6.0,1.0,25.0,4.0,2,27,4,243,1460,278,4,78,5,1,6,4,1,3991,1739,2425,84
50000,1061,64.0,4.0,17.3,1.0,1.0,14.0,3.0,3,20,2,184,1264,278,4,78,3,3,6,4,1,3520,1475,2360,267
