km,Engine Displacement,Max Power,No of Cylinder,Mileage,price (lakh),Insurance_Encoded,modelyear_Encoded,owner_Encoded,cylinder_Encoded,oem_Encoded,bt_Encoded,model_Encoded,variantName_Encoded,engine_Encoded,city_Encoded,color_Encoded,seats_Encoded,streeingtype_Encoded,drivetype_Encoded,ft_Encoded,transmission_Encoded,Length,Width,Wheel Base,Cargo Volumn
42000,1497,117.6,4.0,17.4,7.99,2.0,22.0,4.0,3,8,8,63,1754,473,1,119,3,1,6,4,1,4440,1695,2600,510
20000,1493,113.45,4.0,17.0,18.5,1.0,27.0,4.0,3,9,7,73,1565,79,1,78,3,4,6,1,1,4300,1790,2610,418
30000,1493,114.41,4.0,16.77,20.0,1.0,27.0,4.0,3,13,4,105,1301,91,1,78,5,4,0,1,0,4540,1800,2780,211
25000,1950,191.7,4.0,16.1,45.0,2.0,22.0,4.0,3,21,8,200,1108,197,1,8,3,1,8,1,0,5063,1860,3079,540
80000,2179,140.0,4.0,15.1,7.0,1.0,19.0,2.0,3,17,7,147,1876,498,1,78,5,4,6,1,1,4585,1890,2700,418
60000,1591,121.3,4.0,17.1,5.85,1.0,20.0,3.0,3,9,8,86,408,450,1,78,3,4,6,4,1,4370,1700,2570,465
20000,1956,167.67,4.0,16.35,20.5,1.0,27.0,4.0,3,29,7,256,1967,321,1,119,3,4,6,1,1,4598,1894,2741,425
20000,1451,141.0,4.0,17.0,19.9,1.0,27.0,4.0,3,16,7,122,1605,78,1,78,3,4,6,4,0,4655,1835,2750,587
20000,1451,141.0,4.0,17.0,19.9,1.0,27.0,4.0,3,16,7,122,1605,78,1,78,3,4,6,4,0,4655,1835,2750,587
55037,1493,113.45,4.0,17.0,14.45,1.0,25.0,3.0,3,9,7,73,1565,79,1,9,3,4,6,1,1,4300,1790,2610,418
65607,1086,68.0,4.0,20.3,4.51,3.0,23.0,4.0,3,9,2,81,1342,30,1,102,3,4,6,4,1,3610,1645,2400,235
70000,1462,91.18,4.0,16.77,11.0,1.0,26.0,4.0,3,20,4,166,1545,302,1,78,5,4,6,0,1,4395,1735,2740,211
74777,1197,81.83,4.0,18.6,6.31,2.0,21.0,4.0,3,9,2,90,862,320,1,78,3,4,6,4,1,3985,1734,2570,295
102392,1496,88.73,4.0,17.6,4.11,2.0,17.0,3.0,3,30,8,282,1123,344,1,102,3,4,6,4,1,3995,1695,2425,461
90210,1498,103.6,4.0,21.14,5.0,2.0,20.0,4.0,3,28,8,249,323,400,1,119,3,4,6,1,1,4386,1699,2552,460
62373,1197,88.5,4.0,22.41,4.88,1.0,19.0,4.0,3,20,8,180,1806,278,1,102,3,1,6,4,1,3995,1735,2450,378
80000,1248,74.0,4.0,22.95,4.6,1.0,20.0,4.0,3,29,8,278,1435,348,1,78,3,4,6,1,1,3995,1706,2470,390
25219,998,65.71,3.0,26.0,5.14,2.0,23.0,3.0,2,20,2,160,2041,296,1,102,3,1,6,4,0,3695,1655,2435,313
64409,1248,74.0,4.0,25.2,5.08,1.0,19.0,2.0,3,20,2,179,1765,220,1,102,3,4,6,1,1,3840,1735,2450,204
52000,1497,108.5,4.0,21.5,8.65,2.0,23.0,4.0,3,29,7,265,300,352,1,9,3,4,6,1,1,3994,1811,2498,350
30000,1462,103.25,4.0,20.28,8.55,2.0,23.0,3.0,3,20,8,163,834,479,1,9,3,4,6,4,0,4490,1730,2650,510
14000,2925,281.61,6.0,13.5,118.0,2.0,25.0,4.0,5,21,8,211,1490,325,1,9,3,4,8,1,0,5255,1695,3165,461
48574,1396,88.76,4.0,23.7,9.25,2.0,24.0,4.0,3,9,7,85,1502,278,1,9,3,4,6,1,1,3995,1770,2500,350
71423,1497,118.0,4.0,16.8,5.1,2.0,17.0,4.0,3,8,8,63,350,278,1,56,3,4,6,4,0,4420,1695,2550,506
30000,1950,191.7,4.0,16.1,57.0,2.0,25.0,4.0,3,21,8,200,1108,197,1,102,3,1,8,1,0,5063,1860,3079,540
75498,998,67.1,3.0,18.9,3.5,2.0,18.0,4.0,2,20,2,184,1823,289,1,119,3,4,6,4,1,3595,1495,2400,267
95963,1497,117.3,4.0,17.8,6.3,1.0,22.0,4.0,3,8,8,63,2097,469,1,119,3,4,6,4,1,4440,1695,2600,510
46613,998,67.04,3.0,20.51,4.1,2.0,20.0,4.0,2,20,2,184,1823,295,1,9,3,4,6,4,1,3599,1495,2400,180
30000,1199,88.7,4.0,17.5,7.25,1.0,22.0,4.0,3,8,7,69,2116,476,1,98,3,1,6,4,1,3999,1734,2555,363
18722,1198,86.7,4.0,18.0,4.66,2.0,20.0,4.0,3,8,8,59,1517,476,1,8,3,4,6,4,1,3990,1680,2405,400
5593,1353,138.08,4.0,16.5,18.64,2.0,28.0,4.0,3,13,7,107,1163,371,1,119,3,1,6,4,0,4315,1800,2610,433
40000,1968,174.33,4.0,15.73,27.0,1.0,22.0,4.0,3,0,7,7,692,385,1,50,3,4,4,1,0,4388,2019,2603,460
20875,998,65.71,3.0,25.24,5.03,1.0,26.0,4.0,2,20,2,160,1827,296,1,9,3,1,6,4,1,3695,1655,2435,313
46436,799,53.3,3.0,25.17,3.09,1.0,23.0,3.0,2,27,2,238,1449,344,1,8,3,4,6,4,1,3679,1579,2422,300
127672,1497,117.3,4.0,18.0,6.4,1.0,21.0,4.0,3,8,8,63,2096,469,1,102,3,4,6,4,0,4440,1695,2600,510
12814,1197,81.86,4.0,17.52,8.41,1.0,26.0,4.0,3,9,7,85,1509,315,1,51,3,1,6,4,1,3995,1770,2500,350
26000,1956,167.67,4.0,16.14,18.9,1.0,27.0,4.0,3,29,7,264,1933,321,1,9,5,4,6,1,1,4661,1894,2741,73
45851,1197,78.9,4.0,20.36,2.88,2.0,16.0,4.0,3,9,2,89,1333,319,1,102,3,4,6,4,1,3585,1595,2380,267
36349,998,118.35,3.0,18.0,9.4,2.0,26.0,4.0,2,9,7,85,1587,314,1,9,3,1,6,4,1,3995,1770,2500,350
35000,1197,103.5,4.0,17.21,8.45,2.0,23.0,4.0,3,31,2,300,1156,393,1,50,3,4,6,4,0,3971,1682,2469,280
17059,1956,167.67,4.0,14.08,20.56,2.0,26.0,4.0,3,29,7,264,1999,321,1,9,5,4,6,1,0,4661,1894,2741,73
37000,2993,261.5,6.0,13.38,77.0,2.0,24.0,4.0,5,1,7,23,2148,413,1,119,3,4,4,1,0,4922,2218,2975,418
48163,998,67.04,3.0,20.51,4.0,2.0,21.0,3.0,2,20,2,184,1823,295,1,50,3,4,6,4,1,3599,1495,2400,180
40000,1197,85.8,4.0,19.1,4.25,1.0,18.0,2.0,3,20,8,180,1806,291,1,78,3,4,6,4,1,3995,1695,2430,320
150000,1405,70.0,4.0,17.0,2.0,1.0,13.0,3.0,3,29,8,260,1242,278,1,78,3,3,6,1,1,4150,1620,2450,450
20000,999,75.1,3.0,17.74,7.5,1.0,25.0,4.0,2,31,2,300,11,21,1,50,3,1,6,4,1,3971,1682,2469,280
47000,1582,126.2,4.0,17.6,16.9,2.0,24.0,4.0,3,9,7,73,400,421,1,119,3,4,6,1,0,4270,1780,2590,400
112711,1197,78.9,4.0,20.36,3.1,2.0,18.0,4.0,3,9,2,89,1640,229,1,98,3,4,6,4,1,3585,1595,2380,267
53000,2755,174.5,4.0,15.04,39.0,2.0,25.0,4.0,3,30,7,285,604,9,1,14,5,4,1,1,0,4795,1855,2745,418
65895,998,65.71,3.0,26.68,4.37,2.0,21.0,3.0,2,20,2,160,1814,296,1,98,3,1,6,4,0,3695,1655,2435,313
15625,1197,108.6,3.0,17.0,10.26,2.0,27.0,4.0,2,17,7,146,1877,57,1,119,3,4,6,4,0,3995,1821,2600,259
107595,1248,74.0,4.0,25.2,5.6,1.0,20.0,4.0,3,20,2,179,2020,220,1,50,3,4,6,1,1,3840,1735,2450,204
23838,1197,81.8,4.0,20.89,5.32,2.0,22.0,4.0,3,20,2,172,176,51,1,98,3,1,6,4,1,3700,1690,2435,260
28975,998,65.71,3.0,24.39,3.23,1.0,20.0,4.0,2,20,2,156,1806,296,1,98,3,4,6,4,1,3530,1490,2380,214
30742,1199,88.7,4.0,17.5,7.7,1.0,23.0,4.0,3,8,7,69,2116,476,1,98,3,1,6,4,1,3999,1734,2555,363
10363,998,65.71,3.0,21.7,4.92,2.0,27.0,4.0,2,20,2,176,1843,296,1,102,3,4,6,4,1,3565,1520,2380,267
100000,1497,117.3,4.0,17.4,6.5,1.0,20.0,4.0,3,8,8,63,2099,469,1,78,3,4,6,4,1,4440,1695,2600,510
75555,1497,117.3,4.0,17.8,6.33,2.0,21.0,4.0,3,8,8,63,2099,469,1,102,3,4,6,4,1,4440,1695,2600,510
60929,1591,121.3,4.0,15.8,9.82,1.0,23.0,3.0,3,9,7,73,398,450,1,102,3,4,6,4,1,4270,1780,2590,400
78000,2993,245.0,6.0,11.7,13.5,2.0,14.0,3.0,5,1,7,23,2144,506,1,119,3,4,1,1,0,4886,2184,2933,418
120000,1248,88.5,4.0,24.3,9.0,1.0,22.0,4.0,3,20,7,183,2024,218,1,78,3,4,6,1,1,3995,1790,2500,328
143185,1498,98.6,4.0,25.8,3.7,2.0,19.0,4.0,3,8,8,59,1515,471,1,102,3,4,6,1,1,3990,1680,2405,400
115434,1373,91.1,4.0,20.73,6.2,2.0,22.0,4.0,3,20,8,163,205,478,1,9,3,4,6,4,1,4490,1730,2650,510
43000,1197,81.8,4.0,20.89,4.8,1.0,23.0,4.0,3,20,2,172,1009,453,1,9,3,1,6,4,1,3700,1690,2435,260
63309,1198,86.8,4.0,18.5,4.3,1.0,20.0,4.0,3,8,2,61,170,475,1,98,3,4,6,4,1,3610,1680,2345,175
150000,1248,74.0,4.0,25.2,5.0,1.0,20.0,4.0,3,20,2,179,2020,220,1,78,3,4,6,1,1,3840,1735,2450,204
53000,2993,258.0,6.0,16.46,76.0,2.0,24.0,4.0,5,1,8,19,1622,236,1,119,3,4,8,1,0,5219,2142,3210,500
39386,1197,81.8,4.0,21.01,7.9,1.0,24.0,4.0,3,20,2,157,829,59,1,9,3,1,6,4,1,3995,1745,2520,339
42000,2993,261.4,6.0,17.09,52.0,2.0,23.0,4.0,5,1,8,18,1153,236,1,119,2,4,6,1,0,5091,2158,3070,461
29257,999,71.01,3.0,18.2,7.76,2.0,26.0,4.0,2,27,4,243,1472,278,1,9,5,1,6,4,0,3991,1739,2425,84
61829,1197,83.1,4.0,21.4,7.02,2.0,22.0,4.0,3,20,2,157,84,455,1,102,3,4,6,4,0,3995,1745,2520,339
83901,998,67.05,3.0,23.95,2.9,2.0,19.0,4.0,2,20,2,156,1806,289,1,50,3,4,6,4,1,3545,1515,2360,177
33295,998,65.71,3.0,25.24,3.83,1.0,19.0,4.0,2,20,2,160,1806,296,1,102,3,1,6,4,1,3695,1655,2435,313
33610,998,65.71,3.0,25.24,4.11,2.0,20.0,4.0,2,20,2,160,1806,296,1,9,3,1,6,4,1,3695,1655,2435,313
95600,1248,88.5,4.0,26.21,6.15,2.0,19.0,4.0,3,20,8,163,2022,213,1,50,3,4,6,1,1,4490,1730,2650,510
20960,1199,84.0,3.0,23.84,5.15,2.0,23.0,4.0,2,29,2,273,129,355,1,102,3,4,6,4,1,3746,1647,2400,242
66000,1995,187.74,4.0,20.37,25.75,2.0,21.0,4.0,3,1,8,14,675,407,1,9,3,4,8,1,0,4709,1827,2810,480
85105,1197,81.83,4.0,18.6,5.07,1.0,20.0,3.0,3,9,2,90,1643,320,1,119,3,4,6,4,1,3985,1734,2570,295
44519,814,55.2,3.0,21.1,3.22,1.0,21.0,3.0,2,9,2,74,1640,344,1,9,3,4,6,4,1,3495,1550,2380,215
54024,1197,83.1,4.0,21.4,5.75,2.0,22.0,4.0,3,20,2,157,85,455,1,50,3,4,6,4,1,3995,1745,2520,339
20027,1197,81.8,4.0,21.01,8.5,2.0,25.0,4.0,3,20,2,157,2071,59,1,98,3,1,6,4,1,3995,1745,2520,339
44000,1968,187.74,4.0,18.53,37.0,2.0,24.0,4.0,3,0,8,4,504,267,1,9,3,4,6,1,0,4933,2086,2912,530
58000,1968,174.33,4.0,15.73,18.0,2.0,19.0,4.0,3,0,7,7,503,381,1,8,3,4,4,1,0,4385,2019,2603,460
67905,1498,98.6,4.0,25.8,4.25,2.0,18.0,4.0,3,8,8,59,1804,471,1,98,3,4,6,1,1,3990,1680,2405,400
62604,1197,81.8,4.0,21.01,6.5,1.0,22.0,4.0,3,20,2,157,2071,59,1,50,3,1,6,4,1,3995,1745,2520,339
120000,2494,102.0,4.0,12.8,7.5,1.0,14.0,4.0,3,30,4,289,579,278,1,78,5,4,6,1,1,4580,1770,2750,211
105781,1498,98.6,4.0,25.8,4.5,2.0,19.0,4.0,3,8,8,59,1804,471,1,50,3,4,6,1,1,3990,1680,2405,400
68724,1373,91.1,4.0,20.73,7.2,1.0,22.0,4.0,3,20,8,163,252,478,1,98,3,4,6,4,1,4490,1730,2650,510
67000,998,67.04,3.0,23.1,4.25,2.0,19.0,4.0,2,20,2,160,1818,293,1,50,3,4,6,4,0,3715,1635,2425,235
110273,1197,78.9,4.0,20.36,2.35,2.0,15.0,3.0,3,9,2,89,1643,228,1,98,3,4,6,4,1,3585,1595,2380,267
65628,998,67.04,3.0,23.1,4.37,2.0,21.0,3.0,2,20,2,160,1818,293,1,98,3,4,6,4,0,3715,1635,2425,235
106075,1198,74.0,3.0,16.47,4.1,1.0,19.0,4.0,2,31,2,300,115,332,1,50,3,4,6,4,1,3971,1682,2469,280
6023,1197,81.8,4.0,20.89,7.31,2.0,27.0,4.0,3,20,2,172,836,453,1,9,3,1,6,4,1,3700,1690,2435,260
38999,1199,84.0,3.0,23.84,5.02,2.0,23.0,3.0,2,29,2,273,129,355,1,98,3,4,6,4,1,3746,1647,2400,242
105000,2393,147.51,7.0,13.68,20.5,2.0,23.0,4.0,6,30,4,290,553,111,1,102,5,4,8,1,1,4735,1830,2750,300
7811,1956,167.67,4.0,14.08,19.63,2.0,27.0,4.0,3,29,7,264,1940,321,1,8,5,4,6,1,0,4661,1894,2741,73
58747,998,67.1,3.0,20.92,2.22,2.0,16.0,3.0,2,20,2,156,621,289,1,18,3,4,6,4,1,3620,1475,2360,267
34965,1956,138.1,4.0,17.0,14.97,2.0,24.0,4.0,3,29,7,256,1957,322,1,119,3,4,6,1,1,4598,1894,2741,425
106360,1498,89.84,4.0,22.7,5.29,2.0,20.0,3.0,3,6,7,50,261,380,1,9,3,4,6,1,1,3999,1765,2520,346
162049,1197,85.8,4.0,18.5,2.1,2.0,15.0,3.0,3,20,2,175,1847,289,1,50,3,4,6,4,1,3775,1680,2360,236
30000,1950,241.38,4.0,17.0,74.5,2.0,25.0,4.0,3,21,7,208,665,429,1,9,3,4,4,1,0,4924,2157,2995,825
26000,1462,103.26,4.0,17.03,9.75,2.0,26.0,4.0,3,30,7,293,1414,477,1,9,3,1,6,4,1,3995,1790,2500,328
25000,1497,113.43,4.0,17.0,14.5,2.0,25.0,4.0,3,13,7,107,1203,362,1,119,3,1,6,4,0,4315,1800,2610,433
35000,1950,194.0,4.0,17.0,62.0,2.0,26.0,4.0,3,21,7,206,626,341,1,9,3,4,4,1,0,4658,1890,2873,550
57000,1197,81.8,4.0,21.21,5.95,2.0,25.0,4.0,3,20,2,179,1268,449,1,50,3,1,6,4,1,3840,1735,2450,268
49000,1591,121.3,4.0,15.29,7.67,1.0,22.0,4.0,3,9,7,73,419,450,1,119,3,4,6,4,1,4270,1780,2590,400
30000,1197,81.8,4.0,21.0,8.25,2.0,27.0,4.0,3,9,2,90,1649,46,1,98,3,1,6,4,1,3995,1775,2580,311
120000,1086,81.8,4.0,21.0,0.45,1.0,7.0,2.0,3,9,2,81,1143,278,1,78,3,4,6,4,1,3995,1695,2425,267
40000,1197,78.9,4.0,16.95,3.35,1.0,19.0,2.0,3,9,2,89,1647,229,1,78,3,4,6,4,0,3585,1595,2380,267
53250,1199,88.7,4.0,19.0,5.58,2.0,20.0,4.0,3,8,2,66,160,476,1,77,3,4,6,4,0,3955,1694,2530,354
8848,1199,84.82,3.0,19.01,6.49,1.0,27.0,4.0,2,29,2,273,1934,38,1,8,3,1,6,4,1,3765,1677,2400,267
3000,1956,167.67,4.0,14.6,22.5,2.0,27.0,4.0,3,29,7,256,2001,321,1,8,3,4,6,1,0,4598,1894,2741,425
34628,999,108.62,3.0,18.97,11.1,1.0,26.0,4.0,2,28,8,249,44,24,1,98,3,4,6,4,1,4413,1699,2552,460
8579,1197,81.8,4.0,20.89,6.72,1.0,27.0,4.0,3,20,2,172,2076,453,1,102,3,1,6,4,1,3700,1690,2435,260
17000,999,71.01,3.0,20.0,6.75,2.0,27.0,4.0,2,27,4,243,1460,278,1,119,5,1,6,4,1,3991,1739,2425,84
40021,1497,117.3,4.0,17.8,7.95,1.0,22.0,4.0,3,8,8,63,2099,469,1,14,3,4,6,4,1,4440,1695,2600,510
52000,2925,325.86,6.0,17.0,113.0,2.0,26.0,4.0,5,21,7,209,710,169,1,119,5,1,4,1,0,5207,2157,3135,418
46946,1197,81.83,4.0,18.6,5.87,2.0,22.0,3.0,3,9,2,90,1643,320,1,98,3,4,6,4,1,3985,1734,2570,295
30772,1199,88.7,4.0,18.2,8.07,2.0,24.0,4.0,3,8,2,66,1794,476,1,102,3,4,6,4,0,3955,1694,2530,354
74008,1399,68.0,4.0,20.0,2.6,2.0,17.0,4.0,3,6,2,54,1036,236,1,98,3,4,6,1,1,3795,1680,2489,284
31000,1248,74.02,4.0,28.4,7.6,2.0,22.0,4.0,3,20,8,180,1764,220,1,9,3,4,6,1,1,3995,1735,2450,378
20000,1493,74.96,3.0,16.0,10.7,1.0,27.0,4.0,2,17,7,126,881,488,1,78,5,4,8,1,1,3995,1745,2680,418
20000,1197,81.8,4.0,21.01,6.5,1.0,25.0,3.0,3,20,2,157,1005,59,1,78,3,1,6,4,1,3995,1745,2520,339
31137,998,67.05,3.0,21.7,5.2,1.0,25.0,4.0,2,20,2,176,1844,292,1,77,3,4,6,4,0,3565,1520,2380,267
90000,1248,73.9,4.0,19.3,3.5,1.0,16.0,4.0,3,20,8,180,2022,278,1,78,3,4,0,1,1,4160,1690,2390,440
77000,1591,121.3,4.0,15.8,8.75,2.0,20.0,4.0,3,9,7,73,398,450,1,119,3,4,6,4,1,4270,1780,2590,400
16000,1995,188.0,4.0,21.76,43.5,2.0,24.0,4.0,3,1,8,15,1299,409,1,119,3,4,8,1,0,4824,1828,2920,520
23000,2179,140.0,4.0,16.0,14.5,2.0,23.0,4.0,3,17,7,147,813,498,1,98,5,4,6,1,0,4585,1890,2700,720
9000,1997,150.0,4.0,15.2,17.25,2.0,27.0,4.0,3,17,7,144,1259,501,1,8,2,4,3,4,1,3985,1855,2450,418
28733,799,53.64,3.0,22.7,3.02,1.0,23.0,4.0,2,4,2,39,1683,7,1,119,3,4,0,4,1,3429,1560,2348,222
61828,1582,126.2,4.0,22.0,10.6,3.0,23.0,4.0,3,9,8,86,921,426,1,119,3,4,6,1,0,4440,1729,2600,480
150000,2494,102.0,4.0,12.8,6.0,1.0,12.0,3.0,3,30,4,289,572,278,1,78,6,4,6,1,1,4580,1770,2750,211
60431,1199,84.82,3.0,19.28,7.22,2.0,27.0,4.0,2,29,8,275,1967,56,1,60,3,1,6,4,1,3993,1677,2450,419
53269,998,67.0,3.0,21.63,4.63,2.0,23.0,4.0,2,20,2,162,2054,295,1,9,3,1,6,4,1,3715,1635,2425,235
38000,1451,141.0,4.0,17.0,17.7,2.0,26.0,4.0,3,16,7,122,1607,78,1,119,3,4,6,4,0,4655,1835,2750,587
37778,1199,88.76,4.0,19.5,6.27,1.0,24.0,3.0,3,8,8,59,1508,476,1,102,3,4,6,4,1,3995,1695,2470,420
54024,1197,83.1,4.0,21.4,5.75,1.0,22.0,4.0,3,20,2,157,85,455,1,50,3,4,6,4,1,3995,1745,2520,339
85941,1198,108.5,3.0,17.0,6.58,1.0,23.0,3.0,2,29,7,265,124,354,1,102,3,4,6,4,1,3994,1811,2498,350
89329,998,67.0,3.0,21.63,4.77,2.0,23.0,4.0,2,20,2,162,797,295,1,77,3,1,6,4,0,3715,1635,2425,235
40000,1199,84.0,3.0,23.84,5.0,1.0,24.0,3.0,2,29,2,273,129,355,1,78,3,4,6,4,1,3746,1647,2400,242
17000,1197,81.8,4.0,21.21,6.5,2.0,22.0,4.0,3,20,2,179,2037,449,1,119,3,1,6,4,1,3840,1735,2450,268
83887,1197,81.8,4.0,20.89,4.55,2.0,22.0,4.0,3,20,2,172,86,51,1,9,3,1,6,4,1,3700,1690,2435,260
150000,1396,88.73,4.0,21.19,4.75,1.0,20.0,4.0,3,9,2,91,236,418,1,78,3,4,6,1,1,3995,1760,2570,285
39000,2393,148.0,4.0,12.0,28.0,2.0,26.0,4.0,3,30,4,290,558,146,1,119,5,4,8,1,0,4735,1830,2750,300
23000,1591,121.3,4.0,17.0,9.75,2.0,23.0,4.0,3,9,8,86,1781,450,1,50,3,4,6,4,0,4440,1729,2600,480
80000,1591,121.3,4.0,17.0,7.5,1.0,22.0,4.0,3,9,8,86,1785,450,1,119,3,4,6,4,1,4440,1729,2600,480
34000,998,67.04,3.0,23.1,4.85,2.0,21.0,4.0,2,20,2,160,2046,293,1,46,3,4,6,4,0,3715,1635,2425,235
29973,998,67.04,3.0,23.1,4.6,2.0,22.0,4.0,2,20,2,160,2055,293,1,9,3,4,6,4,1,3715,1635,2425,235
30000,1498,119.35,4.0,18.6,12.65,1.0,26.0,4.0,3,8,8,63,1800,458,1,78,3,1,6,4,1,4549,1748,2600,506
80805,1396,88.73,4.0,21.19,5.67,2.0,21.0,3.0,3,9,2,91,236,418,1,119,3,4,6,1,1,3995,1760,2570,285
26235,1199,83.83,3.0,23.84,6.19,2.0,25.0,4.0,2,29,2,273,1963,355,1,102,3,4,6,4,1,3746,1647,2400,242
95963,1497,117.3,4.0,17.8,6.3,1.0,22.0,5.0,3,8,8,63,2097,469,1,119,3,4,6,4,1,4440,1695,2600,510
83294,1591,121.3,4.0,15.8,8.35,2.0,23.0,4.0,3,9,7,73,379,450,1,98,3,4,6,4,1,4270,1780,2590,400
17963,1956,167.68,4.0,17.41,17.03,1.0,26.0,3.0,3,16,7,122,1610,278,1,119,3,4,6,1,1,4655,1835,2750,587
102696,1197,83.1,4.0,21.4,6.35,2.0,24.0,4.0,3,20,2,157,69,455,1,50,3,4,6,4,1,3995,1745,2520,339
57206,1396,88.76,4.0,22.54,6.35,2.0,24.0,3.0,3,9,2,90,1354,418,1,98,3,4,6,1,1,3985,1734,2570,285
120000,1399,68.05,4.0,20.0,3.0,1.0,18.0,3.0,3,6,2,54,1036,245,1,78,3,4,6,1,1,3795,1680,2489,284
81829,1197,81.83,4.0,18.6,6.57,2.0,22.0,4.0,3,9,2,90,851,320,1,98,3,4,6,4,1,3985,1734,2570,295
54395,998,65.71,3.0,25.24,3.9,1.0,19.0,3.0,2,20,2,160,1806,296,1,98,3,1,6,4,1,3695,1655,2435,313
50000,1047,69.0,3.0,24.7,6.2,1.0,24.0,4.0,2,29,8,275,54,351,1,78,3,4,6,1,1,3992,1677,2450,419
70000,1198,73.75,3.0,17.0,4.65,1.0,22.0,3.0,2,31,8,296,113,332,1,78,3,4,6,4,1,3995,1682,2470,330
36000,1197,81.83,4.0,18.6,5.9,2.0,20.0,4.0,3,9,2,90,862,320,1,119,3,4,6,4,1,3985,1734,2570,295
125000,2999,161.0,4.0,12.08,9.5,2.0,21.0,3.0,3,10,7,94,732,444,1,102,5,4,8,1,1,4955,1800,3050,418
75000,2143,136.0,4.0,17.9,21.5,2.0,23.0,3.0,3,21,8,198,615,267,1,98,3,4,6,1,0,4630,2032,2699,470
45007,1950,191.76,4.0,16.1,46.0,2.0,23.0,4.0,3,21,8,200,1116,275,1,119,3,1,8,1,0,5075,2065,3079,540
49617,1199,88.76,4.0,19.5,4.9,2.0,21.0,4.0,3,8,8,59,1508,476,1,113,3,4,6,4,1,3995,1695,2470,420
57782,1496,88.73,4.0,16.78,6.2,2.0,21.0,4.0,3,30,8,282,1791,344,1,98,3,4,6,4,1,4265,1695,2550,595
38000,1968,138.03,4.0,17.2,19.5,2.0,20.0,4.0,3,28,8,251,1089,236,1,119,3,4,6,1,0,4833,1817,2761,565
110000,2993,235.0,4.0,11.5,6.8,1.0,13.0,2.0,3,1,8,17,756,278,1,78,3,4,6,1,0,4841,1846,2888,520
22066,1199,88.7,4.0,18.7,5.94,1.0,23.0,3.0,3,8,2,66,162,476,1,14,3,4,6,4,1,3955,1694,2530,354
65707,1197,81.83,4.0,18.6,5.36,2.0,21.0,4.0,3,9,2,90,1337,320,1,119,3,4,6,4,1,3985,1734,2570,295
89488,998,67.04,3.0,23.1,3.65,1.0,20.0,4.0,2,20,2,160,2037,293,1,102,3,4,6,4,1,3715,1635,2425,235
88663,1197,81.8,4.0,20.89,5.44,2.0,22.0,3.0,3,20,2,172,67,51,1,9,3,1,6,4,0,3700,1690,2435,260
31679,1199,83.83,3.0,23.84,5.66,2.0,25.0,4.0,2,29,2,273,1963,355,1,102,3,4,6,4,1,3746,1647,2400,242
68178,1197,82.0,4.0,18.9,4.2,2.0,18.0,4.0,3,9,2,77,850,320,1,9,3,4,6,4,1,3765,1660,2425,256
61279,1497,117.3,4.0,17.8,7.48,2.0,22.0,3.0,3,8,8,63,2099,469,1,98,3,4,6,4,1,4440,1695,2600,510
8963,1199,88.76,4.0,18.6,8.8,2.0,26.0,4.0,3,8,8,59,1801,476,1,102,3,1,6,4,1,3995,1695,2470,420
80281,1197,81.8,4.0,21.21,6.16,1.0,22.0,4.0,3,20,8,180,1807,291,1,102,3,4,6,4,1,3995,1735,2450,378
50580,1451,141.0,4.0,14.16,15.54,1.0,25.0,4.0,3,16,7,122,1630,278,1,119,3,4,6,4,1,4655,1835,2750,418
21000,1598,98.0,4.0,19.23,21.0,2.0,19.0,4.0,3,22,2,215,1373,344,1,9,3,4,6,4,0,4097,1789,2595,350
55000,1968,174.33,4.0,15.73,21.75,2.0,21.0,4.0,3,0,7,7,693,385,1,9,3,4,4,1,0,4388,2019,2603,460
70000,2143,201.15,4.0,17.9,42.0,1.0,23.0,3.0,3,21,7,208,633,268,1,102,3,4,4,1,0,4819,2141,2915,690
58000,1984,248.0,4.0,8.5,43.0,2.0,24.0,4.0,3,0,7,9,717,392,1,9,3,4,4,4,0,4663,2140,2819,550
65224,1598,103.2,4.0,16.09,7.25,2.0,23.0,4.0,3,31,8,305,377,332,1,50,3,4,6,4,1,4390,1699,2553,494
120000,1197,85.8,4.0,21.1,2.75,1.0,15.0,4.0,3,20,2,175,2037,290,1,78,3,4,6,4,1,3715,1680,2360,232
42001,2993,258.0,6.0,15.97,57.5,2.0,23.0,4.0,5,1,7,23,2145,236,1,14,3,4,1,1,0,4886,1938,2933,650
30316,1197,85.8,4.0,19.0,6.35,2.0,22.0,4.0,3,20,8,180,1268,291,1,9,3,4,6,4,1,3995,1695,2430,320
64000,2143,204.0,4.0,13.0,18.0,2.0,18.0,2.0,3,21,8,200,1066,276,1,14,3,4,8,1,0,4879,1854,2874,540
40000,1984,181.0,4.0,9.0,19.0,2.0,20.0,4.0,3,32,8,308,974,398,1,102,3,4,6,1,0,4635,2097,2776,380
100526,1197,88.5,4.0,22.38,5.1,2.0,22.0,4.0,3,20,2,179,1806,287,1,102,3,1,6,4,1,3845,1735,2450,268
17273,1197,88.5,4.0,22.38,8.17,2.0,26.0,4.0,3,20,2,179,2058,287,1,102,3,1,6,4,1,3845,1735,2450,268
107737,1248,88.5,4.0,23.65,8.5,1.0,23.0,4.0,3,20,7,178,985,218,1,119,3,4,6,1,1,4300,1785,2600,353
111586,1499,110.4,4.0,15.85,5.39,2.0,21.0,3.0,3,6,7,50,342,396,1,77,3,4,6,4,1,3999,1765,2520,346
